filename,slug,name,check,tags,description
appenzeller-sennenhund.png,appenzeller-sennenhund,Appenzeller Sennenhund,TRUE,"mammal, dog, Swiss, working","Swiss herding and farm dog. Energetic, versatile, and loyal."
australian-cattle-dog.png,australian-cattle-dog,Australian Cattle Dog,TRUE,"mammal, dog, herder, tough","Tough, smart, high-energy herding dog. Needs lots of activity."
australian-shepherd.png,australian-shepherd,Australian Shepherd,TRUE,"mammal, dog, herder, smart","Highly intelligent, energetic, loves to work and play. Great with families."
australian-terrier.png,australian-terrier,Australian Terrier,TRUE,"mammal, dog, terrier, small","Small, sturdy terrier. Brave, alert, and good companion."
austrian-black-and-tan-hound.png,austrian-black-and-tan-hound,Austrian Black and Tan Hound,TRUE,"mammal, dog, hound, scent","Scent hound bred for hunting. Calm, loyal, and determined."
azawakh.png,azawakh,Azawakh,TRUE,"mammal, dog, sighthound, slender","Elegant, slender sighthound. Fast, loyal, and reserved with strangers."
barbet.png,barbet,Barbet,TRUE,"mammal, dog, water, retriever","Curly-coated water dog. Friendly, playful, loves swimming."
basenji.png,basenji,Basenji,TRUE,"mammal, dog, barkless, hunter","Small, smart, “barkless” dog. Clean and catlike, needs mental stimulation."
basset-fauve-de-bretagne.png,basset-fauve-de-bretagne,Basset Fauve de Bretagne,TRUE,"mammal, dog, scent, short-legged","Scent hound, low and sturdy. Affectionate and lively."
basset-hound.png,basset-hound,Basset Hound,TRUE,"mammal, dog, scent, droopy-ears","Famous for long ears, droopy look, and scent tracking. Easygoing."
bavarian-mountain-scent-hound.png,bavarian-mountain-scent-hound,Bavarian Mountain Scent Hound,TRUE,"mammal, dog, scent, tracker","Medium, focused scent-tracker. Calm, loyal, best with active owners."
beagle.png,beagle,Beagle,TRUE,"mammal, dog, scent, family","Small, friendly, scent hound. Loves food and adventure. Good family pet."
bearded-collie.png,bearded-collie,Bearded Collie,TRUE,"mammal, dog, herder, shaggy","Shaggy herder, cheerful and energetic. Needs room to run."
beauceron.png,beauceron,Beauceron,TRUE,"mammal, dog, herder, protector","Large, strong, French herding dog. Brave and loyal."
bedlington-terrier.png,bedlington-terrier,Bedlington Terrier,TRUE,"mammal, dog, terrier, lamb-like","Unique lamb look, gentle but can be feisty. Good family dog."
belgian-laekenois.png,belgian-laekenois,Belgian Laekenois,TRUE,"mammal, dog, herder, Belgian","Rough-coated Belgian herder. Smart, alert, protective."
belgian-malinois.png,belgian-malinois,Belgian Malinois,TRUE,"mammal, dog, herder, working","Top working dog, often in police/military. Energetic, loyal, highly trainable."
belgian-sheepdog.png,belgian-sheepdog,Belgian Sheepdog,TRUE,"mammal, dog, herder, intelligent","Elegant, intelligent, and protective Belgian herding dog."
belgian-tervuren.png,belgian-tervuren,Belgian Tervuren,TRUE,"mammal, dog, herder, energetic","Long-haired, energetic Belgian herder. Needs lots of activity."
bergamasco-sheepdog.png,bergamasco-sheepdog,Bergamasco Sheepdog,TRUE,"mammal, dog, herder, dreadlocks","Famous for matted “dreadlock” coat. Calm, loyal herder."
berger-picard.png,berger-picard,Berger Picard,TRUE,"mammal, dog, herder, French",Shaggy French herding dog. Lively and independent.
bernese-mountain-dog.png,bernese-mountain-dog,Bernese Mountain Dog,TRUE,"mammal, dog, large, Swiss","Large, tri-colored Swiss mountain dog. Gentle, great family companion."
bichon-frise.png,bichon-frise,Bichon Frisé,TRUE,"mammal, dog, small, fluffy","Small, white, fluffy. Playful, hypoallergenic, good for apartments."
black-and-tan-coonhound.png,black-and-tan-coonhound,Black and Tan Coonhound,TRUE,"mammal, dog, scent, hound","Big, bold scent hound. Loves tracking and outdoor life."
black-russian-terrier.png,black-russian-terrier,Black Russian Terrier,TRUE,"mammal, dog, large, guardian","Large, powerful guard dog. Brave, loyal, bred for protection."
bloodhound.png,bloodhound,Bloodhound,TRUE,"mammal, dog, scent, tracking",World-class tracking nose. Gentle but stubborn. Needs space.
border-collie.png,border-collie,Border Collie,FALSE,"mammal, dog, herder, smart","Arguably the smartest breed. High energy, herding, needs lots of stimulation."
border-terrier.png,border-terrier,Border Terrier,FALSE,"mammal, dog, terrier, energetic","Small, scruffy, tough terrier. Lively, loves to dig and play."
borzoi.png,borzoi,Borzoi,FALSE,"mammal, dog, sighthound, elegant","Russian wolfhound. Graceful, fast, gentle. Can be aloof."
boston-terrier.png,boston-terrier,Boston Terrier,FALSE,"mammal, dog, small, tuxedo","Small “American Gentleman” dog. Friendly, smart, easygoing."
bouvier-des-flandres.png,bouvier-des-flandres,Bouvier des Flandres,FALSE,"mammal, dog, herder, robust","Large, rugged, farm dog. Steady, loyal, protective."
boxer.png,boxer,Boxer,FALSE,"mammal, dog, muscular, playful","Muscular, bouncy, clownish dog. Good with kids, high energy."
boykin-spaniel.png,boykin-spaniel,Boykin Spaniel,FALSE,"mammal, dog, spaniel, retriever","Medium, brown spaniel. Friendly, loves water and retrieving."
bracco-italiano.png,bracco-italiano,Bracco Italiano,FALSE,"mammal, dog, pointer, Italian","Sturdy Italian pointer. Calm, loyal, good nose for birds."
briard.png,briard,Briard,FALSE,"mammal, dog, herder, French","Shaggy, loyal French herder. Protective, independent, smart."
brittany.png,brittany,Brittany,FALSE,"mammal, dog, pointer, energetic","Medium, orange-white bird dog. Energetic, social, loves to hunt."
broholmer.png,broholmer,Broholmer,FALSE,"mammal, dog, large, Danish","Large, calm Danish mastiff. Gentle with family, protective."
brussels-griffon.png,brussels-griffon,Brussels Griffon,FALSE,"mammal, dog, small, expressive","Tiny, “monkey face” toy dog. Alert, sensitive, loves attention."
bull-terrier.png,bull-terrier,Bull Terrier,FALSE,"mammal, dog, muscular, unique-head","Muscular, egg-shaped head. Playful, stubborn, loyal."
bulldog.png,bulldog,Bulldog,FALSE,"mammal, dog, stocky, wrinkled","Broad, wrinkly face. Laid-back, loving, needs gentle care."
bullmastiff.png,bullmastiff,Bullmastiff,FALSE,"mammal, dog, large, guardian","Large, strong guard dog. Gentle giant with family, natural protector."
cairn-terrier.png,cairn-terrier,Cairn Terrier,FALSE,"mammal, dog, terrier, small","Small, sturdy terrier. Lively, curious, and tough."
canaan-dog.png,canaan-dog,Canaan Dog,FALSE,"mammal, dog, alert, watchdog","Ancient, smart, natural watchdog. Wary of strangers, loyal to family."
cane-corso.png,cane-corso,Cane Corso,FALSE,"mammal, dog, large, guardian","Powerful Italian mastiff. Protective, loyal, needs strong handling."
cardigan-welsh-corgi.png,cardigan-welsh-corgi,Cardigan Welsh Corgi,FALSE,"mammal, dog, herder, long-tail","Long-tailed Corgi. Smart, loyal, and energetic herder."
carolina-dog.png,carolina-dog,Carolina Dog,FALSE,"mammal, dog, primitive, independent","Primitive, “American Dingo.” Intelligent, reserved, loyal."
catahoula-leopard-dog.png,catahoula-leopard-dog,Catahoula Leopard Dog,FALSE,"mammal, dog, spotted, working","Spotted, tough, versatile working dog. Needs challenge and space."
caucasian-shepherd-dog.png,caucasian-shepherd-dog,Caucasian Shepherd Dog,FALSE,"mammal, dog, large, guardian","Massive, powerful flock guardian. Protective and independent."
cavalier-king-charles-spaniel.png,cavalier-king-charles-spaniel,Cavalier King Charles Spaniel,FALSE,"mammal, dog, toy, friendly","Small, affectionate, elegant lapdog. Gentle and social."
central-asian-shepherd-dog.png,central-asian-shepherd-dog,Central Asian Shepherd Dog,FALSE,"mammal, dog, guardian, large","Large, rugged guardian breed. Loyal, calm, needs strong leadership."
cesky-terrier.png,cesky-terrier,Cesky Terrier,FALSE,"mammal, dog, terrier, Czech","Rare Czech terrier. Calm, loyal, good for families."
chesapeake-bay-retriever.png,chesapeake-bay-retriever,Chesapeake Bay Retriever,FALSE,"mammal, dog, retriever, swimmer","Strong, rugged water retriever. Loyal, needs exercise."
chihuahua.png,chihuahua,Chihuahua,FALSE,"mammal, dog, toy, tiny","Tiny but bold. Lively, loyal, can be feisty."
chinese-crested.png,chinese-crested,Chinese Crested,FALSE,"mammal, dog, hairless, toy","Hairless or powderpuff. Affectionate, quirky, playful."
chinese-shar-pei.png,chinese-shar-pei,Chinese Shar-Pei,FALSE,"mammal, dog, wrinkled, guard","Distinct wrinkly skin. Calm, loyal, can be stubborn."
chinook.png,chinook,Chinook,FALSE,"mammal, dog, sled, friendly","Rare sled dog, gentle and friendly. Good with families."
chow-chow.png,chow-chow,Chow Chow,FALSE,"mammal, dog, fluffy, aloof","Lion-like, fluffy. Independent, loyal, often reserved."
cirneco-dell-etna.png,cirneco-dell-etna,Cirneco dell’Etna,FALSE,"mammal, dog, sighthound, Italian","Slender Sicilian hound. Agile, alert, low maintenance."
clumber-spaniel.png,clumber-spaniel,Clumber Spaniel,FALSE,"mammal, dog, spaniel, heavy","Large, gentle spaniel. Calm, steady, affectionate."
cockapoo.png,cockapoo,Cockapoo,FALSE,"mammal, dog, mix, companion","Poodle-Cocker mix. Friendly, smart, popular family pet."
cocker-spaniel-english.png,cocker-spaniel-english,Cocker Spaniel (English),FALSE,"mammal, dog, spaniel, playful","Cheerful, affectionate, active. Loves attention and play."
collie.png,collie,Collie,FALSE,"mammal, dog, herder, family","Graceful, devoted herding dog. Great with kids. Famous for “Lassie.”"
coton-de-tulear.png,coton-de-tulear,Coton de Tulear,FALSE,"mammal, dog, small, fluffy","Fluffy, happy companion from Madagascar. Affectionate and lively."
curly-coated-retriever.png,curly-coated-retriever,Curly-Coated Retriever,FALSE,"mammal, dog, retriever, curly","Distinct curly coat. Energetic, smart, loves water."
dachshund.png,dachshund,Dachshund,FALSE,"mammal, dog, short-legged, bold","“Wiener dog.” Bold, playful, stubborn. Loyal to family."
dalmatian.png,dalmatian,Dalmatian,FALSE,"mammal, dog, spotted, energetic","Iconic spots. Athletic, smart, needs plenty of exercise."
dandie-dinmont-terrier.png,dandie-dinmont-terrier,Dandie Dinmont Terrier,FALSE,"mammal, dog, terrier, unique","Long-bodied, rare terrier. Gentle, affectionate, stubborn."
doberman-pinscher.png,doberman-pinscher,Doberman Pinscher,FALSE,"mammal, dog, guard, sleek","Sleek, powerful, alert guard dog. Loyal and protective."
dogo-argentino.png,dogo-argentino,Dogo Argentino,FALSE,"mammal, dog, large, hunter","Strong, muscular hunter. Confident, needs experienced owner."
dogue-de-bordeaux.png,dogue-de-bordeaux,Dogue de Bordeaux,FALSE,"mammal, dog, mastiff, French","Massive, wrinkly French mastiff. Gentle but protective."
drentsche-patrijshond.png,drentsche-patrijshond,Drentsche Patrijshond,FALSE,"mammal, dog, pointer, Dutch","Dutch gundog. Energetic, friendly, good with kids."
drever.png,drever,Drever,FALSE,"mammal, dog, hound, Swedish","Swedish scenthound. Calm, sturdy, good for hunting and home."
dutch-shepherd.png,dutch-shepherd,Dutch Shepherd,FALSE,"mammal, dog, herder, smart","Smart, athletic, versatile herding dog. Needs mental and physical stimulation."
english-bulldog.png,english-bulldog,English Bulldog,FALSE,"mammal, dog, stocky, wrinkled","Sturdy, wrinkled, friendly. Laid-back and good with families."
english-cocker-spaniel.png,english-cocker-spaniel,English Cocker Spaniel,FALSE,"mammal, dog, spaniel, cheerful","Happy, lively, affectionate spaniel. Loves to play and explore."
english-foxhound.png,english-foxhound,English Foxhound,FALSE,"mammal, dog, hound, hunter","Traditional fox hunter. Athletic, energetic, needs exercise."
english-setter.png,english-setter,English Setter,FALSE,"mammal, dog, setter, elegant","Elegant bird dog. Gentle, friendly, good with kids."
english-shepherd.png,english-shepherd,English Shepherd,FALSE,"mammal, dog, herder, smart","Versatile, intelligent herder. Loyal and adaptable."
english-springer-spaniel.png,english-springer-spaniel,English Springer Spaniel,FALSE,"mammal, dog, spaniel, active","Energetic, friendly, classic spaniel. Loves outdoor play and water."
english-toy-spaniel.png,english-toy-spaniel,English Toy Spaniel,FALSE,"mammal, dog, toy, companion","Small, loving lapdog. Affectionate, gentle, ideal companion."
entlebucher-mountain-dog.png,entlebucher-mountain-dog,Entlebucher Mountain Dog,FALSE,"mammal, dog, Swiss, herder","Swiss herder. Medium size, active, loyal, and versatile."
estrela-mountain-dog.png,estrela-mountain-dog,Estrela Mountain Dog,FALSE,"mammal, dog, guardian, large","Big, tough livestock guardian. Protective and devoted."
field-spaniel.png,field-spaniel,Field Spaniel,FALSE,"mammal, dog, spaniel, smart","Medium spaniel. Gentle, intelligent, calm. Loves family life."
finnish-lapphund.png,finnish-lapphund,Finnish Lapphund,FALSE,"mammal, dog, spitz, herder","Friendly, fluffy herder from Finland. Loves cold and family."
finnish-spitz.png,finnish-spitz,Finnish Spitz,FALSE,"mammal, dog, spitz, foxlike","Fox-like, lively, known for “barking bird dog.” Active and playful."
flat-coated-retriever.png,flat-coated-retriever,Flat-Coated Retriever,FALSE,"mammal, dog, retriever, friendly","Cheerful, energetic retriever. Loves people, needs lots of activity."
french-bulldog.png,french-bulldog,French Bulldog,FALSE,"mammal, dog, small, playful","Compact, bat-eared, playful companion. Adapts well to city life."
german-longhaired-pointer.png,german-longhaired-pointer,German Longhaired Pointer,FALSE,"mammal, dog, pointer, versatile","Elegant, all-purpose German hunting dog. Loyal and adaptable."
german-pinscher.png,german-pinscher,German Pinscher,FALSE,"mammal, dog, smart, medium","Medium, athletic, alert watchdog. Confident and loyal."
german-shepherd-dog.png,german-shepherd-dog,German Shepherd Dog,FALSE,"mammal, dog, working, intelligent","Highly trainable, loyal, protective. Top police/military dog."
german-shorthaired-pointer.png,german-shorthaired-pointer,German Shorthaired Pointer,FALSE,"mammal, dog, pointer, active","Versatile, energetic hunting dog. Needs lots of exercise."
german-spitz.png,german-spitz,German Spitz,FALSE,"mammal, dog, spitz, fluffy","Fluffy, alert, lively. Good companion, loyal watchdog."
german-wirehaired-pointer.png,german-wirehaired-pointer,German Wirehaired Pointer,FALSE,"mammal, dog, pointer, rugged","Rugged, hardworking, energetic pointer. Needs activity."
giant-schnauzer.png,giant-schnauzer,Giant Schnauzer,FALSE,"mammal, dog, large, working","Largest schnauzer. Protective, smart, loyal. Needs strong leadership."
glen-of-imaal-terrier.png,glen-of-imaal-terrier,Glen of Imaal Terrier,FALSE,"mammal, dog, terrier, Irish","Rare Irish terrier. Tough, low to ground, gentle with family."
golden-retriever.png,golden-retriever,Golden Retriever,FALSE,"mammal, dog, retriever, friendly","Famous for friendly, gentle nature. Great with kids, eager to please."
gordon-setter.png,gordon-setter,Gordon Setter,FALSE,"mammal, dog, setter, black-tan","Large, black-and-tan setter. Strong, loyal, loves running."
grand-bleu-de-gascogne.png,grand-bleu-de-gascogne,Grand Bleu de Gascogne,FALSE,"mammal, dog, hound, French","Large, deep-voiced French scent hound. Steady and brave."
great-dane.png,great-dane,Great Dane,FALSE,"mammal, dog, giant, gentle","“Gentle giant.” Very large, friendly, and patient."
great-pyrenees.png,great-pyrenees,Great Pyrenees,FALSE,"mammal, dog, guardian, fluffy","Large, white, fluffy guardian. Calm, protective, loves outdoors."
greater-swiss-mountain-dog.png,greater-swiss-mountain-dog,Greater Swiss Mountain Dog,FALSE,"mammal, dog, Swiss, large","Large, tri-colored Swiss dog. Strong, versatile, loves work."
greyhound.png,greyhound,Greyhound,FALSE,"mammal, dog, sighthound, fast","Slim, super-fast sprinter. Gentle, calm, low-maintenance indoors."
hamiltonstovare.png,hamiltonstovare,Hamiltonstovare,FALSE,"mammal, dog, hound, Swedish","Swedish hound. Sturdy, energetic, loves the outdoors."
harrier.png,harrier,Harrier,FALSE,"mammal, dog, hound, energetic","Medium hound, strong nose, friendly, needs exercise."
havanese.png,havanese,Havanese,FALSE,"mammal, dog, small, companion","Small, silky companion. Social, playful, good for families."
irish-setter.png,irish-setter,Irish Setter,FALSE,"mammal, dog, setter, red","Striking red coat. Energetic, loves running, affectionate."
irish-terrier.png,irish-terrier,Irish Terrier,FALSE,"mammal, dog, terrier, bold","Fiery, loyal terrier. Fearless and affectionate."
irish-water-spaniel.png,irish-water-spaniel,Irish Water Spaniel,FALSE,"mammal, dog, spaniel, curly","Curly-coated, water-loving spaniel. Playful, smart, energetic."
irish-wolfhound.png,irish-wolfhound,Irish Wolfhound,FALSE,"mammal, dog, giant, gentle","Tallest dog breed. Calm, loyal, gentle with family."
italian-greyhound.png,italian-greyhound,Italian Greyhound,FALSE,"mammal, dog, sighthound, small","Petite, elegant, fast. Affectionate and sensitive."
jack-russell-terrier.png,jack-russell-terrier,Jack Russell Terrier,FALSE,"mammal, dog, terrier, lively","Small, bold, lively terrier. Tireless and loves to dig."
japanese-chin.png,japanese-chin,Japanese Chin,FALSE,"mammal, dog, toy, catlike","Small, elegant, catlike toy dog. Quiet, affectionate, refined."
japanese-spitz.png,japanese-spitz,Japanese Spitz,FALSE,"mammal, dog, spitz, fluffy","Small, white, fluffy. Cheerful, social, adaptable."
keeshond.png,keeshond,Keeshond,FALSE,"mammal, dog, spitz, companion","Fluffy, alert, social. Great watchdog and family pet."
kerry-blue-terrier.png,kerry-blue-terrier,Kerry Blue Terrier,FALSE,"mammal, dog, terrier, blue","Blue-grey coat, lively, loyal, and strong-willed."
king-charles-spaniel.png,king-charles-spaniel,King Charles Spaniel,FALSE,"mammal, dog, toy, companion","Gentle, affectionate, small lapdog. Loves attention."
kishu-ken.png,kishu-ken,Kishu Ken,FALSE,"mammal, dog, Japanese, hunter","Ancient Japanese hunter. Reserved, loyal, independent."
komondor.png,komondor,Komondor,FALSE,"mammal, dog, mop-coat, guardian","Large, mop-like corded coat. Natural livestock guardian, calm."
kromfohrlander.png,kromfohrlander,Kromfohrländer,FALSE,"mammal, dog, rare, companion","Rare German companion dog. Friendly, adaptable, active."
kuvasz.png,kuvasz,Kuvasz,FALSE,"mammal, dog, large, guardian","Powerful Hungarian guardian. Loyal, smart, independent."
labrador-retriever.png,labrador-retriever,Labrador Retriever,FALSE,"mammal, dog, retriever, friendly","Most popular breed. Friendly, outgoing, loves to retrieve and swim."
lagotto-romagnolo.png,lagotto-romagnolo,Lagotto Romagnolo,FALSE,"mammal, dog, curly, truffle","Curly-haired, truffle hunter. Smart, active, affectionate."
lakeland-terrier.png,lakeland-terrier,Lakeland Terrier,FALSE,"mammal, dog, terrier, lively","Small, lively, confident terrier. Needs activity."
lancashire-heeler.png,lancashire-heeler,Lancashire Heeler,FALSE,"mammal, dog, small, herder","Small, energetic cattle dog. Alert, spirited, loyal."
leonberger.png,leonberger,Leonberger,FALSE,"mammal, dog, giant, gentle","Massive, gentle, friendly. Good with kids, likes swimming."
lhasa-apso.png,lhasa-apso,Lhasa Apso,FALSE,"mammal, dog, small, long-haired","Small, long-haired watchdog. Loyal, independent, protective."
lowchen.png,lowchen,Löwchen,FALSE,"mammal, dog, small, companion","“Little Lion Dog.” Rare, lively, affectionate."
maltese.png,maltese,Maltese,FALSE,"mammal, dog, tiny, companion","Tiny, white, silky coat. Playful, affectionate, good for apartments."
manchester-terrier.png,manchester-terrier,Manchester Terrier,FALSE,"mammal, dog, terrier, sleek","Sleek, agile, lively terrier. Confident and smart."
maremma-sheepdog.png,maremma-sheepdog,Maremma Sheepdog,FALSE,"mammal, dog, guardian, white","Large, white Italian flock guardian. Calm and loyal."
mastiff.png,mastiff,Mastiff,FALSE,"mammal, dog, giant, guardian","Giant, powerful guard dog. Gentle with family, natural protector."
miniature-american-shepherd.png,miniature-american-shepherd,Miniature American Shepherd,FALSE,"mammal, dog, herder, small","Small herder, smart, agile, loyal. Great with active families."
miniature-bull-terrier.png,miniature-bull-terrier,Miniature Bull Terrier,FALSE,"mammal, dog, terrier, playful","Compact, playful, egg-shaped head. Fun-loving, energetic."
miniature-pinscher.png,miniature-pinscher,Miniature Pinscher,FALSE,"mammal, dog, toy, energetic","Small, sleek “King of Toys.” Fearless and lively."
miniature-schnauzer.png,miniature-schnauzer,Miniature Schnauzer,FALSE,"mammal, dog, small, smart","Small, smart, friendly, energetic. Distinct beard and eyebrows."
neapolitan-mastiff.png,neapolitan-mastiff,Neapolitan Mastiff,FALSE,"mammal, dog, giant, wrinkled","Giant, wrinkly, intimidating. Protective, calm with family."
newfoundland.png,newfoundland,Newfoundland,FALSE,"mammal, dog, giant, swimmer","Massive, gentle water dog. Loves kids, strong swimmer."
norfolk-terrier.png,norfolk-terrier,Norfolk Terrier,FALSE,"mammal, dog, terrier, small","Small, bold, friendly terrier. Loves adventure."
norrbottenspets.png,norrbottenspets,Norrbottenspets,FALSE,"mammal, dog, spitz, Swedish","Rare Swedish spitz. Alert, active, good hunter."
norwegian-buhund.png,norwegian-buhund,Norwegian Buhund,FALSE,"mammal, dog, spitz, herder","Spitz herder from Norway. Energetic, smart, loyal."
norwegian-elkhound.png,norwegian-elkhound,Norwegian Elkhound,FALSE,"mammal, dog, spitz, hunter","Hardy, grey hunting spitz. Brave, loyal, energetic."
norwegian-lundehund.png,norwegian-lundehund,Norwegian Lundehund,FALSE,"mammal, dog, rare, flexible","Unique, flexible toes. Rare, agile, quirky companion."
norwich-terrier.png,norwich-terrier,Norwich Terrier,FALSE,"mammal, dog, terrier, small","Small, scruffy, energetic. Friendly, good with families."
nova-scotia-duck-tolling-retriever.png,nova-scotia-duck-tolling-retriever,Nova Scotia Duck Tolling Retriever,FALSE,"mammal, dog, retriever, active","Medium, energetic, loves water and retrieving. Fun family dog."
old-english-sheepdog.png,old-english-sheepdog,Old English Sheepdog,FALSE,"mammal, dog, shaggy, herder","Large, shaggy, playful herder. Gentle and affectionate."
otterhound.png,otterhound,Otterhound,FALSE,"mammal, dog, hound, swimmer","Large, shaggy, water-loving scent hound. Cheerful, independent."
papillon.png,papillon,Papillon,FALSE,"mammal, dog, toy, butterfly-ears","Tiny, lively, butterfly-eared companion. Smart and alert."
pekingese.png,pekingese,Pekingese,FALSE,"mammal, dog, toy, fluffy","Regal, fluffy toy dog. Loyal, independent, can be stubborn."
pembroke-welsh-corgi.png,pembroke-welsh-corgi,Pembroke Welsh Corgi,FALSE,"mammal, dog, herder, tailless","Short, tailless Corgi. Energetic, smart, good family dog."
perro-de-presa-canario.png,perro-de-presa-canario,Perro de Presa Canario,FALSE,"mammal, dog, mastiff, guardian","Large, muscular, natural guardian. Needs experienced handler."
petit-basset-griffon-vendeen.png,petit-basset-griffon-vendeen,Petit Basset Griffon Vendéen,FALSE,"mammal, dog, hound, small","Short, shaggy French scent hound. Happy, curious, lively."
pharaoh-hound.png,pharaoh-hound,Pharaoh Hound,FALSE,"mammal, dog, sighthound, elegant","Sleek, elegant, ancient sighthound. Friendly and graceful."
plott.png,plott,Plott,FALSE,"mammal, dog, hound, hunter","Rugged American hound. Tough, brave, loves hunting."
pointer.png,pointer,Pointer,FALSE,"mammal, dog, pointer, athletic","Lean, powerful bird dog. Energetic, loyal, needs exercise."
polish-lowland-sheepdog.png,polish-lowland-sheepdog,Polish Lowland Sheepdog,FALSE,"mammal, dog, herder, shaggy","Medium, shaggy, hard-working herder. Loyal and lively."
pomeranian.png,pomeranian,Pomeranian,FALSE,"mammal, dog, toy, fluffy","Tiny, fluffy, fox-like. Bold, lively, needs regular grooming."
poodle-miniature.png,poodle-miniature,Poodle (Miniature),FALSE,"mammal, dog, poodle, smart","Smart, athletic, hypoallergenic. Medium size, easy to train."
poodle-standard.png,poodle-standard,Poodle (Standard),FALSE,"mammal, dog, poodle, large","Large, elegant, very smart, versatile. Great swimmer and performer."
poodle-toy.png,poodle-toy,Poodle (Toy),FALSE,"mammal, dog, poodle, tiny","Smallest poodle, playful, smart, good for apartments."
portuguese-water-dog.png,portuguese-water-dog,Portuguese Water Dog,FALSE,"mammal, dog, curly, swimmer","Curly, strong swimmer. Smart, loyal, active, loves water."
presa-canario.png,presa-canario,Presă Canario,FALSE,"mammal, dog, mastiff, guardian","Large, powerful mastiff. Protective, needs firm owner."
pug.png,pug,Pug,FALSE,"mammal, dog, toy, wrinkled","Comical, wrinkly face. Small, friendly, loves people."
puli.png,puli,Puli,FALSE,"mammal, dog, herder, corded-coat","Small, mop-like cords. Agile, energetic herder."
pumi.png,pumi,Pumi,FALSE,"mammal, dog, herder, curly","Small, curly Hungarian herder. Lively, smart, vocal."
pyrenean-shepherd.png,pyrenean-shepherd,Pyrenean Shepherd,FALSE,"mammal, dog, herder, small","Energetic, small French herder. Fast and smart."
rat-terrier.png,rat-terrier,Rat Terrier,FALSE,"mammal, dog, terrier, lively","Small, tough, energetic. Great vermin hunter."
redbone-coonhound.png,redbone-coonhound,Redbone Coonhound,FALSE,"mammal, dog, hound, red","Sleek, red-coated hound. Energetic, loves tracking."
rhodesian-ridgeback.png,rhodesian-ridgeback,Rhodesian Ridgeback,FALSE,"mammal, dog, large, hunter","Large, athletic, distinctive ridge. Confident, loyal, needs exercise."
rottweiler.png,rottweiler,Rottweiler,FALSE,"mammal, dog, guardian, strong","Powerful, confident guardian. Loyal, needs experienced owner."
saint-bernard.png,saint-bernard,Saint Bernard,FALSE,"mammal, dog, giant, gentle","Giant, gentle Swiss rescue dog. Calm, affectionate, needs space."
saluki.png,saluki,Saluki,FALSE,"mammal, dog, sighthound, elegant","Graceful, ancient sighthound. Fast, gentle, reserved."
samoyed.png,samoyed,Samoyed,FALSE,"mammal, dog, fluffy, white","Large, white, fluffy dog. Friendly, great for cold climates."
schipperke.png,schipperke,Schipperke,FALSE,"mammal, dog, small, spitz","Small, foxlike, alert. Fearless, energetic watchdog."
scottish-deerhound.png,scottish-deerhound,Scottish Deerhound,FALSE,"mammal, dog, sighthound, giant","Tall, wiry-coated sighthound. Gentle, needs space."
scottish-terrier.png,scottish-terrier,Scottish Terrier,FALSE,"mammal, dog, terrier, small","Distinctive bearded look. Bold, loyal, independent."
sealyham-terrier.png,sealyham-terrier,Sealyham Terrier,FALSE,"mammal, dog, terrier, white","Small, white, rare terrier. Playful, affectionate, needs socializing."
